%xdss
@relation 'tipo de prestamo'

%ATRIBUTOS POR ORDEN DE APARICIÓN EN LA DESCRIPCIÓN
@attribute monto INTEGER
@attribute antiguedad INTEGER
@attribute edad INTEGER
@attribute prestamo {'A SOLA FIRMA',EXTRAORDINARIO}

%DATOS DE LOS PARTICIPANTES
@data
70200, 16, 14202, EXTRAORDINARIO
165444, 412, 14598, EXTRAORDINARIO
167044, 1375, 15561, 'A SOLA FIRMA'
167044, 2183, 16369, 'A SOLA FIRMA'
167044, 2465, 16651, 'A SOLA FIRMA'
167044, 2871, 17057, 'A SOLA FIRMA'
40100, 14, 18922, EXTRAORDINARIO
58000, 1951, 11735, EXTRAORDINARIO
12066, 581, 15178, EXTRAORDINARIO
25100, 289, 16700, EXTRAORDINARIO
23132, 650, 14913, EXTRAORDINARIO
14867, 815, 19230, 'A SOLA FIRMA'
22422, 1042, 19457, 'A SOLA FIRMA'
8321, 493, 22540, EXTRAORDINARIO
10100, 694, 19273, EXTRAORDINARIO
25100, 7, 9000, EXTRAORDINARIO
2100, 1776, 11617, EXTRAORDINARIO
13563, 497, 10338, EXTRAORDINARIO
25564, 986, 10827, EXTRAORDINARIO
52548, 13, 12945, EXTRAORDINARIO
52648, 655, 13587, EXTRAORDINARIO
100, 1686, 17618, EXTRAORDINARIO
17706, 10, 14255, EXTRAORDINARIO
29759, 752, 14997, EXTRAORDINARIO
54551, 830, 15075, EXTRAORDINARIO
10590, 24, 9951, EXTRAORDINARIO
30100, 4, 13689, EXTRAORDINARIO
30500, 159, 13844, 'A SOLA FIRMA'
30179, 8, 15506, EXTRAORDINARIO
60579, 143, 15641, EXTRAORDINARIO
61579, 878, 16376, EXTRAORDINARIO
500100, 13, 13, EXTRAORDINARIO
19300, 17, 10840, EXTRAORDINARIO
18100, 14, 12671, EXTRAORDINARIO
49000, 289, 12946, EXTRAORDINARIO
40222, 6, 11175, EXTRAORDINARIO
200022, 600, 11769, EXTRAORDINARIO
50100, 245, 10846, EXTRAORDINARIO
50400, 440, 11041, EXTRAORDINARIO
50100, 18, 8289, EXTRAORDINARIO
25100, 10, 11474, EXTRAORDINARIO
35000, 295, 11759, EXTRAORDINARIO
21100, 2, 20286, EXTRAORDINARIO
3600, 375, 26697, EXTRAORDINARIO
34300, 8, 11067, EXTRAORDINARIO
40844, 11, 17739, EXTRAORDINARIO
50100, 18, 17539, EXTRAORDINARIO
51800, 2466, 19987, 'A SOLA FIRMA'
205000, 205, 15816, EXTRAORDINARIO
205000, 1136, 16747, EXTRAORDINARIO
5488, 221, 8019, EXTRAORDINARIO
37668, 345, 8143, EXTRAORDINARIO
37868, 450, 8248, 'A SOLA FIRMA'
43067, 583, 8381, EXTRAORDINARIO
43067, 856, 8654, 'A SOLA FIRMA'
46613, 995, 8793, EXTRAORDINARIO
46613, 1074, 8872, 'A SOLA FIRMA'
46613, 1298, 9096, 'A SOLA FIRMA'
240000, 2, 2, EXTRAORDINARIO
1400, 1561, 16622, EXTRAORDINARIO
1400, 1932, 16993, 'A SOLA FIRMA'
100771, 14, 25526, EXTRAORDINARIO
2030, 18, 15315, EXTRAORDINARIO
9687, 514, 15811, EXTRAORDINARIO
25100, 22, 14655, EXTRAORDINARIO
25100, 14, 9894, EXTRAORDINARIO
20790, 438, 16148, EXTRAORDINARIO
64043, 756, 11124, EXTRAORDINARIO
64043, 1113, 11481, EXTRAORDINARIO
8088, 15, 10722, EXTRAORDINARIO
25725, 629, 11336, EXTRAORDINARIO
27100, 12, 25123, EXTRAORDINARIO
56000, 631, 25742, EXTRAORDINARIO
56100, 992, 26103, 'A SOLA FIRMA'
56200, 1289, 26400, EXTRAORDINARIO
56200, 2018, 27129, 'A SOLA FIRMA'
56200, 2207, 27318, 'A SOLA FIRMA'
56200, 2584, 27695, 'A SOLA FIRMA'
50100, 17, 12914, EXTRAORDINARIO
100100, 1, 19178, EXTRAORDINARIO
12600, 2, 24236, EXTRAORDINARIO
84600, 146, 24380, EXTRAORDINARIO
85500, 496, 24730, EXTRAORDINARIO
33100, 157, 10640, EXTRAORDINARIO
17223, 222, 9263, EXTRAORDINARIO
89500, 0, 11654, EXTRAORDINARIO
555000, 0, 0, EXTRAORDINARIO
555000, 879, 879, EXTRAORDINARIO
95300, 51, 24274, EXTRAORDINARIO
50100, 8, 14588, EXTRAORDINARIO
12799, 11, 11065, EXTRAORDINARIO
34389, 302, 11356, EXTRAORDINARIO
100100, 35, 24548, EXTRAORDINARIO
100500, 158, 24671, 'A SOLA FIRMA'
101000, 412, 24925, 'A SOLA FIRMA'
10409, 229, 8739, EXTRAORDINARIO
10809, 949, 9459, EXTRAORDINARIO
50100, 19, 13460, EXTRAORDINARIO
1100, 32, 14608, EXTRAORDINARIO
26144, 669, 15245, EXTRAORDINARIO
45100, 8, 10870, EXTRAORDINARIO
100, 22, 22691, EXTRAORDINARIO
100, 25, 14124, 'A SOLA FIRMA'
60500, 404, 14503, EXTRAORDINARIO
10053, 56, 9723, EXTRAORDINARIO
100, 4, 17790, EXTRAORDINARIO
11089, 951, 18737, EXTRAORDINARIO
150289, 2257, 20043, 'A SOLA FIRMA'
30100, 20, 9316, EXTRAORDINARIO
25100, 17, 12161, EXTRAORDINARIO
3600, 3, 25574, EXTRAORDINARIO
170100, 13, 18428, EXTRAORDINARIO
50500, 430, 11839, EXTRAORDINARIO
40301, 19, 10300, EXTRAORDINARIO
29100, 26, 15493, EXTRAORDINARIO
2107, 677, 18350, EXTRAORDINARIO
100000, 1267, 18940, EXTRAORDINARIO
50100, 427, 10444, EXTRAORDINARIO
133100, 87, 15553, EXTRAORDINARIO
90100, 252, 12555, EXTRAORDINARIO
90100, 1156, 13459, EXTRAORDINARIO
115100, 19, 14624, EXTRAORDINARIO
115700, 1140, 15745, EXTRAORDINARIO
100, 1, 1, EXTRAORDINARIO
100, 373, 373, EXTRAORDINARIO
100, 450, 450, EXTRAORDINARIO
100, 660, 660, EXTRAORDINARIO
100, 738, 738, EXTRAORDINARIO
44710, 922, 11948, EXTRAORDINARIO
9258, 853, 9477, EXTRAORDINARIO
17312, 1, 18369, EXTRAORDINARIO
70100, 107, 13090, EXTRAORDINARIO
70100, 140, 24400, EXTRAORDINARIO
70200, 472, 24732, 'A SOLA FIRMA'
70400, 842, 25102, 'A SOLA FIRMA'
100, 13, 18011, EXTRAORDINARIO
35100, 27, 14775, EXTRAORDINARIO
27830, 56, 22575, EXTRAORDINARIO
35776, 368, 22887, EXTRAORDINARIO
50100, 18, 15841, EXTRAORDINARIO
100100, 79, 12578, EXTRAORDINARIO
40100, 27, 16653, EXTRAORDINARIO
16100, 8, 12243, EXTRAORDINARIO
200600, 896, 17381, 'A SOLA FIRMA'
15410, 118, 11006, EXTRAORDINARIO
20100, 26, 12140, EXTRAORDINARIO
15100, 7, 10331, EXTRAORDINARIO
300000, 1456, 13146, EXTRAORDINARIO
7118, 3, 11282, EXTRAORDINARIO
131740, 1576, 12855, EXTRAORDINARIO
23150, 132, 12990, EXTRAORDINARIO
7142, 5, 19240, EXTRAORDINARIO
108803, 14, 17432, EXTRAORDINARIO
109008, 481, 16832, EXTRAORDINARIO
660100, 17, 13450, EXTRAORDINARIO
45000, 1453, 11451, EXTRAORDINARIO
36398, 168, 11373, EXTRAORDINARIO
36075, 1236, 9391, EXTRAORDINARIO
86500, 1473, 18121, EXTRAORDINARIO
142000, 1527, 16429, 'A SOLA FIRMA'
142000, 1724, 16626, 'A SOLA FIRMA'
30100, 18, 11235, EXTRAORDINARIO
32400, 16, 22933, EXTRAORDINARIO
520040, 1635, 14944, EXTRAORDINARIO
30000, 422, 18573, EXTRAORDINARIO
3665, 7, 7612, EXTRAORDINARIO
142000, 1926, 16928, EXTRAORDINARIO
50100, 15, 22252, EXTRAORDINARIO
18086, 9, 13079, EXTRAORDINARIO
18986, 371, 13441, EXTRAORDINARIO
9033, 234, 9655, EXTRAORDINARIO
12467, 9, 18233, EXTRAORDINARIO
10757, 8, 15411, EXTRAORDINARIO
100100, 10, 14088, EXTRAORDINARIO
183600, 118, 14196, EXTRAORDINARIO
184000, 304, 14382, 'A SOLA FIRMA'
100, 0, 22212, EXTRAORDINARIO
100, 0, 14023, EXTRAORDINARIO
100, 0, 0, EXTRAORDINARIO
108796, 7, 23761, EXTRAORDINARIO
40005, 300, 14668, EXTRAORDINARIO
13100, 122, 11352, EXTRAORDINARIO
4448, 16, 11967, EXTRAORDINARIO
21265, 8, 19497, EXTRAORDINARIO
26100, 6, 13696, EXTRAORDINARIO
9258, 3, 13780, EXTRAORDINARIO
36730, 10, 21511, EXTRAORDINARIO
100, 476, 11824, EXTRAORDINARIO
48300, 405, 12228, EXTRAORDINARIO
100, 35, 12545, EXTRAORDINARIO
23100, 3, 14083, EXTRAORDINARIO
17416, 1108, 14631, 'A SOLA FIRMA'
187476, 394, 10999, EXTRAORDINARIO
220300, 1124, 16614, EXTRAORDINARIO
210000, 362, 16213, EXTRAORDINARIO
210000, 874, 16725, 'A SOLA FIRMA'
210000, 1239, 17090, 'A SOLA FIRMA'
210000, 1240, 17091, 'A SOLA FIRMA'
250300, 217, 21057, EXTRAORDINARIO
414300, 1166, 20537, 'A SOLA FIRMA'
50000, 35, 8014, EXTRAORDINARIO
75300, 202, 16382, EXTRAORDINARIO
100300, 16, 10595, EXTRAORDINARIO
1210239, 635, 635, EXTRAORDINARIO
50300, 16, 17572, EXTRAORDINARIO
70000, 737, 18293, EXTRAORDINARIO
35300, 2, 21289, EXTRAORDINARIO
58800, 8, 12730, EXTRAORDINARIO
1287230, 1043, 15786, EXTRAORDINARIO
70000, 476, 10782, 'A SOLA FIRMA'
70000, 641, 10947, 'A SOLA FIRMA'
70000, 955, 11261, 'A SOLA FIRMA'
150300, 354, 16510, 'A SOLA FIRMA'
158297, 147, 14809, EXTRAORDINARIO
36000, 32, 10005, EXTRAORDINARIO
36000, 9, 13810, EXTRAORDINARIO
36000, 424, 14225, EXTRAORDINARIO
452000, 24, 17886, EXTRAORDINARIO
102000, 649, 20521, 'A SOLA FIRMA'
102000, 47, 15796, EXTRAORDINARIO
42000, 7, 10984, EXTRAORDINARIO
42000, 548, 11525, EXTRAORDINARIO
52000, 5, 13849, EXTRAORDINARIO
66860, 7, 11011, EXTRAORDINARIO
152000, 12, 21583, EXTRAORDINARIO
152000, 23, 10734, EXTRAORDINARIO
47000, 13, 11837, EXTRAORDINARIO
